code,1998/12/31,1999/12/31,2000/12/31,2001/12/31,2002/12/31,2003/12/31,2004/12/31,2005/12/31,2006/12/31,2007/12/31,2008/12/31,2009/12/31,2010/12/31,2011/12/31,2012/12/31,2013/12/31,2014/12/31,2015/12/31,2016/12/31,2017/12/31,2018/12/31,ipo
002010.SZ,0,0,0,0,0,128,223,239,241,244,243,240,237,241,239,246,122,245,240,233,,2004
002011.SZ,0,0,0,0,0,123,217,239,229,243,239,240,241,240,235,246,211,214,244,137,,2004
002012.SZ,0,0,0,0,0,124,216,240,239,242,242,239,242,241,234,246,222,125,73,220,,2004
002013.SZ,0,0,0,0,0,123,213,237,238,243,242,216,242,234,225,211,240,244,188,243,,2004
002014.SZ,0,0,0,0,0,121,200,238,234,244,244,240,242,241,239,246,147,240,244,243,,2004
002015.SZ,0,0,0,0,0,121,212,238,239,242,238,239,233,235,183,150,0,238,139,229,,2004
002016.SZ,0,0,0,0,0,120,221,239,216,241,222,240,243,241,239,198,230,245,244,243,,2004
002017.SZ,0,0,0,0,0,118,215,240,239,243,237,240,227,241,238,246,245,237,244,243,,2004
002018.SZ,0,0,0,0,0,117,219,235,240,238,242,241,239,232,229,215,69,176,244,218,,2004
002019.SZ,0,0,0,0,0,117,217,239,238,242,239,242,243,239,180,222,236,227,244,243,,2004
002020.SZ,0,0,0,0,0,116,210,240,239,241,242,239,241,241,239,246,156,232,244,243,,2004
002021.SZ,0,0,0,0,0,116,200,236,236,215,241,241,240,231,234,100,106,245,224,238,,2004
002022.SZ,0,0,0,0,0,112,215,239,240,243,243,242,243,242,231,228,237,245,244,243,,2004
002023.SZ,0,0,0,0,0,112,217,239,238,242,242,238,242,240,239,246,237,245,244,243,,2004
002024.SZ,0,0,0,0,0,111,218,233,237,243,242,239,243,241,238,244,237,245,242,243,,2004
002025.SZ,0,0,0,0,0,109,215,238,240,242,240,240,243,242,239,246,245,172,124,243,,2004
002026.SZ,0,0,0,0,0,108,218,239,241,244,244,223,242,242,239,246,158,240,234,243,,2004
002027.SZ,0,0,0,0,0,102,213,237,239,244,243,240,240,238,238,246,154,245,244,243,,2004
002028.SZ,0,0,0,0,0,101,220,236,238,242,244,241,244,240,239,246,245,245,244,243,,2004
002029.SZ,0,0,0,0,0,99,218,239,234,243,243,239,241,242,239,246,241,236,244,243,,2004
002030.SZ,0,0,0,0,0,99,213,239,240,243,239,241,241,241,238,246,190,245,244,243,,2004
002031.SZ,0,0,0,0,0,93,221,239,238,245,243,239,238,242,238,246,239,198,244,243,,2004
002032.SZ,0,0,0,0,0,91,217,234,232,200,243,240,242,240,239,246,245,245,244,242,,2004
002033.SZ,0,0,0,0,0,87,214,240,238,243,235,208,239,236,239,246,245,245,232,197,,2004
002034.SZ,0,0,0,0,0,86,220,240,239,244,223,242,243,241,236,246,209,185,231,218,,2004
002035.SZ,0,0,0,0,0,82,221,239,240,244,241,241,230,215,239,244,236,235,244,243,,2004
002036.SZ,0,0,0,0,0,80,210,236,239,245,244,242,244,241,234,240,152,245,235,243,,2004
002037.SZ,0,0,0,0,0,77,218,240,241,244,215,237,239,241,231,216,182,245,217,193,,2004
002038.SZ,0,0,0,0,0,76,215,239,240,243,243,241,242,241,239,246,242,245,244,243,,2004
002039.SZ,0,0,0,0,0,0,162,239,241,221,243,241,244,242,239,245,245,245,244,243,,2005
002040.SZ,0,0,0,0,0,0,160,239,238,244,240,238,244,240,239,246,138,213,244,243,,2005
002041.SZ,0,0,0,0,0,0,137,240,240,243,243,241,242,242,239,246,245,245,244,243,,2005
002042.SZ,0,0,0,0,0,0,143,239,119,159,238,236,236,242,239,242,240,245,244,243,,2005
002043.SZ,0,0,0,0,0,0,126,240,241,243,244,237,241,241,239,231,147,245,244,243,,2005
002044.SZ,0,0,0,0,0,0,112,238,239,244,243,240,242,242,239,185,101,151,239,243,,2005
002045.SZ,0,0,0,0,0,0,119,239,238,244,242,237,240,241,237,246,210,245,235,243,,2005
002046.SZ,0,0,0,0,0,0,128,238,238,232,238,237,243,235,239,240,244,172,239,243,,2005
002047.SZ,0,0,0,0,0,0,109,240,239,244,242,241,244,242,210,176,178,225,244,187,,2005
002048.SZ,0,0,0,0,0,0,113,233,237,241,234,240,239,240,239,246,209,171,244,243,,2005
002049.SZ,0,0,0,0,0,0,121,239,238,241,232,210,239,208,239,246,194,200,144,238,,2005
002050.SZ,0,0,0,0,0,0,105,238,190,241,240,241,240,240,239,198,216,245,206,243,,2005
002051.SZ,0,0,0,0,0,0,0,132,240,242,221,233,224,193,239,244,245,245,243,126,,2006
002052.SZ,0,0,0,0,0,0,0,127,232,240,236,237,236,238,227,246,153,87,244,243,,2006
002053.SZ,0,0,0,0,0,0,0,127,231,90,242,241,241,242,239,236,214,125,179,205,,2006
002054.SZ,0,0,0,0,0,0,0,108,240,241,243,241,242,240,222,246,241,245,244,243,,2006
002055.SZ,0,0,0,0,0,0,0,108,239,241,241,239,241,235,238,241,235,179,239,243,,2006
002056.SZ,0,0,0,0,0,0,0,102,238,243,243,240,241,242,239,246,238,245,244,243,,2006
002057.SZ,0,0,0,0,0,0,0,101,235,242,244,241,241,241,239,246,88,168,239,243,,2006
002058.SZ,0,0,0,0,0,0,0,102,240,244,243,232,243,241,239,246,245,245,215,243,,2006
002059.SZ,0,0,0,0,0,0,0,96,239,243,240,216,242,242,213,201,239,124,240,128,,2006
002060.SZ,0,0,0,0,0,0,0,94,238,241,241,239,239,240,218,243,241,245,244,243,,2006
002061.SZ,0,0,0,0,0,0,0,92,239,243,244,239,232,238,239,246,158,176,171,243,,2006
002062.SZ,0,0,0,0,0,0,0,93,218,238,244,240,242,242,239,246,232,238,244,243,,2006
002063.SZ,0,0,0,0,0,0,0,87,239,242,242,239,243,240,239,172,241,235,244,243,,2006
002064.SZ,0,0,0,0,0,0,0,88,241,245,244,242,243,242,235,246,245,245,244,243,,2006
002065.SZ,0,0,0,0,0,0,0,88,214,242,220,237,240,235,182,156,227,123,244,233,,2006
002066.SZ,0,0,0,0,0,0,0,87,240,240,241,242,244,241,239,246,245,245,244,243,,2006
002067.SZ,0,0,0,0,0,0,0,70,234,243,240,234,243,240,239,246,240,245,244,243,,2006
002068.SZ,0,0,0,0,0,0,0,68,237,240,243,236,240,241,239,244,238,241,244,243,,2006
002069.SZ,0,0,0,0,0,0,0,60,239,242,239,240,241,242,239,192,170,211,243,240,,2006
002071.SZ,0,0,0,0,0,0,0,56,238,243,226,236,242,241,175,215,211,66,207,237,,2006
002072.SZ,0,0,0,0,0,0,0,53,241,238,212,239,230,183,209,231,140,124,184,145,,2006
002073.SZ,0,0,0,0,0,0,0,52,237,241,240,240,242,242,239,221,240,245,244,233,,2006
002074.SZ,0,0,0,0,0,0,0,53,240,244,244,237,243,224,189,133,229,235,238,243,,2006
002075.SZ,0,0,0,0,0,0,0,48,238,223,242,77,180,242,230,246,103,161,0,31,,2006
002076.SZ,0,0,0,0,0,0,0,48,239,244,243,237,244,241,239,176,185,212,100,233,,2006
002077.SZ,0,0,0,0,0,0,0,32,237,237,243,236,228,241,235,246,180,240,234,243,,2006
002078.SZ,0,0,0,0,0,0,0,32,235,239,240,240,239,239,234,244,234,236,244,243,,2006
002079.SZ,0,0,0,0,0,0,0,32,239,243,241,241,237,242,239,246,202,245,244,243,,2006
002080.SZ,0,0,0,0,0,0,0,30,238,241,229,239,241,241,239,246,148,230,242,243,,2006
002081.SZ,0,0,0,0,0,0,0,30,238,243,242,238,240,240,232,230,217,245,244,243,,2006
002082.SZ,0,0,0,0,0,0,0,30,240,241,244,239,243,242,239,246,175,192,122,111,,2006
002083.SZ,0,0,0,0,0,0,0,26,236,240,240,241,244,242,239,246,245,245,244,243,,2006
002084.SZ,0,0,0,0,0,0,0,26,237,244,241,241,243,240,239,214,232,235,244,243,,2006
002085.SZ,0,0,0,0,0,0,0,24,238,241,244,218,239,216,217,246,216,243,244,195,,2006
002086.SZ,0,0,0,0,0,0,0,24,239,243,242,240,243,242,239,233,235,245,224,173,,2006
002087.SZ,0,0,0,0,0,0,0,22,241,245,242,236,241,241,239,245,243,245,244,233,,2006
002088.SZ,0,0,0,0,0,0,0,22,240,243,240,239,243,242,239,189,236,245,244,243,,2006
002089.SZ,0,0,0,0,0,0,0,22,240,246,244,240,239,220,230,229,217,118,244,171,,2006
002090.SZ,0,0,0,0,0,0,0,16,239,245,244,240,185,242,238,236,180,245,244,243,,2006
002091.SZ,0,0,0,0,0,0,0,16,240,245,244,241,244,242,239,246,104,239,244,243,,2006
002092.SZ,0,0,0,0,0,0,0,16,236,239,239,235,237,240,238,185,170,240,235,243,,2006
002093.SZ,0,0,0,0,0,0,0,10,237,238,241,240,241,241,239,246,217,245,244,243,,2006
002094.SZ,0,0,0,0,0,0,0,11,235,243,242,240,243,241,196,236,166,172,239,243,,2006
002095.SZ,0,0,0,0,0,0,0,11,238,244,244,242,244,242,239,246,245,245,244,243,,2006
002096.SZ,0,0,0,0,0,0,0,6,239,244,244,241,215,200,239,246,245,245,244,243,,2006
002097.SZ,0,0,0,0,0,0,0,6,239,240,243,240,240,241,239,240,150,245,244,240,,2006
002098.SZ,0,0,0,0,0,0,0,6,236,245,243,241,237,239,238,236,228,214,147,74,,2006
002099.SZ,0,0,0,0,0,0,0,4,237,242,243,240,236,241,184,159,225,219,244,243,,2006
002100.SZ,0,0,0,0,0,0,0,4,149,234,241,236,239,239,239,183,240,235,244,243,,2006
002101.SZ,0,0,0,0,0,0,0,1,240,245,244,238,234,239,239,246,244,137,244,243,,2006
002102.SZ,0,0,0,0,0,0,0,1,237,235,237,236,240,211,232,167,117,200,244,179,,2006
002103.SZ,0,0,0,0,0,0,0,0,235,242,244,239,243,242,239,174,139,218,211,163,,2007
002104.SZ,0,0,0,0,0,0,0,0,236,242,244,239,244,242,219,242,214,245,240,243,,2007
002105.SZ,0,0,0,0,0,0,0,0,234,243,241,239,242,242,225,246,245,245,244,243,,2007
002106.SZ,0,0,0,0,0,0,0,0,234,244,244,241,243,241,239,246,93,245,244,243,,2007
002107.SZ,0,0,0,0,0,0,0,0,227,238,243,239,243,242,238,244,227,245,244,243,,2007
002108.SZ,0,0,0,0,0,0,0,0,225,240,240,240,237,241,206,243,245,244,244,243,,2007
002109.SZ,0,0,0,0,0,0,0,0,224,244,242,241,239,240,238,246,83,228,243,243,,2007
002110.SZ,0,0,0,0,0,0,0,0,223,244,243,235,241,241,239,246,128,184,151,236,,2007
002111.SZ,0,0,0,0,0,0,0,0,221,244,230,237,237,241,239,216,193,245,244,243,,2007
002112.SZ,0,0,0,0,0,0,0,0,215,242,243,240,242,197,239,229,124,136,239,211,,2007
002113.SZ,0,0,0,0,0,0,0,0,215,242,230,225,239,236,238,95,199,222,126,97,,2007
002114.SZ,0,0,0,0,0,0,0,0,210,234,241,240,243,201,223,186,179,245,244,243,,2007
002115.SZ,0,0,0,0,0,0,0,0,208,242,236,234,241,241,239,246,220,225,139,243,,2007
002116.SZ,0,0,0,0,0,0,0,0,208,243,243,239,242,241,238,246,181,245,244,243,,2007
002117.SZ,0,0,0,0,0,0,0,0,204,242,242,236,240,241,239,246,235,245,244,243,,2007
002118.SZ,0,0,0,0,0,0,0,0,204,243,244,237,198,242,239,236,241,245,244,243,,2007
002119.SZ,0,0,0,0,0,0,0,0,199,241,243,237,235,241,239,229,159,245,244,243,,2007
002120.SZ,0,0,0,0,0,0,0,0,201,243,244,236,182,239,239,246,240,201,244,243,,2007
002121.SZ,0,0,0,0,0,0,0,0,200,241,240,237,241,239,238,239,200,245,234,147,,2007
002122.SZ,0,0,0,0,0,0,0,0,178,242,243,241,244,241,234,243,228,235,173,158,,2007
002123.SZ,0,0,0,0,0,0,0,0,186,244,241,241,244,242,239,228,156,245,226,233,,2007
002124.SZ,0,0,0,0,0,0,0,0,181,241,241,241,243,241,210,246,232,244,244,231,,2007
002125.SZ,0,0,0,0,0,0,0,0,180,243,238,232,242,222,201,213,219,245,244,234,,2007
002126.SZ,0,0,0,0,0,0,0,0,171,242,243,241,236,212,239,232,218,240,244,243,,2007
002127.SZ,0,0,0,0,0,0,0,0,170,243,240,240,241,240,193,175,118,165,239,243,,2007
002128.SZ,0,0,0,0,0,0,0,0,170,218,242,241,242,240,218,246,245,245,143,227,,2007
002129.SZ,0,0,0,0,0,0,0,0,118,235,239,237,238,221,234,245,216,75,23,227,,2007
002130.SZ,0,0,0,0,0,0,0,0,169,244,242,239,237,215,239,245,218,245,237,227,,2007
002131.SZ,0,0,0,0,0,0,0,0,147,241,241,185,209,231,234,168,111,233,244,243,,2007
002132.SZ,0,0,0,0,0,0,0,0,163,240,239,235,241,242,239,246,220,237,180,243,,2007
002133.SZ,0,0,0,0,0,0,0,0,162,240,238,238,241,241,239,246,242,245,244,243,,2007
002134.SZ,0,0,0,0,0,0,0,0,157,242,243,242,241,242,239,245,244,188,164,242,,2007
002135.SZ,0,0,0,0,0,0,0,0,147,242,240,239,240,238,239,233,239,236,244,243,,2007
002136.SZ,0,0,0,0,0,0,0,0,147,243,244,235,242,242,239,246,237,245,244,243,,2007
002137.SZ,0,0,0,0,0,0,0,0,136,243,240,239,242,240,239,238,76,245,244,241,,2007
002138.SZ,0,0,0,0,0,0,0,0,134,240,241,239,242,241,237,246,242,245,244,243,,2007
002139.SZ,0,0,0,0,0,0,0,0,125,242,243,234,242,242,238,241,219,245,244,243,,2007
002140.SZ,0,0,0,0,0,0,0,0,115,244,242,241,243,241,239,246,230,245,244,243,,2007
002141.SZ,0,0,0,0,0,0,0,0,109,240,242,202,242,241,239,218,242,245,123,243,,2007
002142.SZ,0,0,0,0,0,0,0,0,111,243,242,241,241,241,239,245,245,244,244,243,,2007
002143.SZ,0,0,0,0,0,0,0,0,110,242,241,239,237,241,179,174,227,243,109,142,,2007
002144.SZ,0,0,0,0,0,0,0,0,100,242,219,235,243,239,239,243,245,245,244,243,,2007
002145.SZ,0,0,0,0,0,0,0,0,100,218,212,225,181,55,235,241,216,219,244,243,,2007
002146.SZ,0,0,0,0,0,0,0,0,97,242,239,237,239,241,234,246,222,245,244,243,,2007
002147.SZ,0,0,0,0,0,0,0,0,97,244,243,240,243,242,239,246,99,233,244,53,,2007
002148.SZ,0,0,0,0,0,0,0,0,95,242,244,239,243,242,233,182,241,245,244,243,,2007
002149.SZ,0,0,0,0,0,0,0,0,94,136,236,238,243,239,238,211,222,245,244,243,,2007
002150.SZ,0,0,0,0,0,0,0,0,95,243,243,242,243,242,239,246,185,242,241,238,,2007
002151.SZ,0,0,0,0,0,0,0,0,94,243,240,233,239,239,236,171,193,212,228,243,,2007
002152.SZ,0,0,0,0,0,0,0,0,94,244,243,242,244,241,239,235,202,236,244,243,,2007
002153.SZ,0,0,0,0,0,0,0,0,94,243,244,240,244,242,184,195,245,245,234,243,,2007
002154.SZ,0,0,0,0,0,0,0,0,90,243,240,239,237,237,239,246,243,245,244,243,,2007
002155.SZ,0,0,0,0,0,0,0,0,92,245,244,240,242,241,176,241,245,243,244,243,,2007
002156.SZ,0,0,0,0,0,0,0,0,91,243,242,239,242,242,239,243,208,190,242,243,,2007
002157.SZ,0,0,0,0,0,0,0,0,90,243,242,240,243,242,239,215,180,240,242,243,,2007
002158.SZ,0,0,0,0,0,0,0,0,90,244,243,242,243,242,239,241,237,245,244,243,,2007
002159.SZ,0,0,0,0,0,0,0,0,91,244,241,240,244,242,233,246,112,243,231,243,,2007
002160.SZ,0,0,0,0,0,0,0,0,88,244,243,239,237,242,229,138,205,208,212,199,,2007
002161.SZ,0,0,0,0,0,0,0,0,88,244,242,239,243,236,239,245,187,226,244,173,,2007
002162.SZ,0,0,0,0,0,0,0,0,85,243,242,242,242,236,238,245,241,238,123,238,,2007
002163.SZ,0,0,0,0,0,0,0,0,85,240,234,235,236,241,234,234,243,245,201,168,,2007
002164.SZ,0,0,0,0,0,0,0,0,86,244,242,240,242,240,239,225,213,125,239,243,,2007
002165.SZ,0,0,0,0,0,0,0,0,70,244,243,240,242,240,239,246,222,185,242,243,,2007
002166.SZ,0,0,0,0,0,0,0,0,71,242,230,236,237,241,232,239,163,245,244,243,,2007
002167.SZ,0,0,0,0,0,0,0,0,72,244,242,235,243,237,218,126,237,245,243,243,,2007
002168.SZ,0,0,0,0,0,0,0,0,66,242,237,237,242,241,239,222,227,210,16,148,,2007
002169.SZ,0,0,0,0,0,0,0,0,66,243,243,239,240,240,239,246,178,245,244,243,,2007
002170.SZ,0,0,0,0,0,0,0,0,67,244,243,239,240,236,234,196,191,245,244,243,,2007
002171.SZ,0,0,0,0,0,0,0,0,65,244,241,241,243,242,183,213,152,241,244,183,,2007
002172.SZ,0,0,0,0,0,0,0,0,64,242,241,238,241,242,238,207,194,245,244,243,,2007
002173.SZ,0,0,0,0,0,0,0,0,62,241,243,241,244,240,236,219,110,243,243,243,,2007
002174.SZ,0,0,0,0,0,0,0,0,63,244,218,242,241,236,203,241,73,219,244,243,,2007
002175.SZ,0,0,0,0,0,0,0,0,56,244,220,242,236,241,160,214,221,114,159,228,,2007
002176.SZ,0,0,0,0,0,0,0,0,55,244,242,232,237,242,233,246,133,238,244,243,,2007
002177.SZ,0,0,0,0,0,0,0,0,41,242,241,237,238,241,239,246,217,245,244,243,,2007
002178.SZ,0,0,0,0,0,0,0,0,42,242,243,242,242,240,239,188,218,236,234,243,,2007
002179.SZ,0,0,0,0,0,0,0,0,41,242,244,242,243,233,239,246,245,245,244,243,,2007
002180.SZ,0,0,0,0,0,0,0,0,33,243,244,241,242,242,211,148,141,165,225,243,,2007
002181.SZ,0,0,0,0,0,0,0,0,31,241,244,185,239,242,209,241,241,238,244,243,,2007
002182.SZ,0,0,0,0,0,0,0,0,33,242,241,238,243,242,239,237,241,245,244,243,,2007
002183.SZ,0,0,0,0,0,0,0,0,33,240,232,233,238,237,235,246,152,245,223,229,,2007
002184.SZ,0,0,0,0,0,0,0,0,31,242,243,241,244,242,239,221,225,245,244,240,,2007
002185.SZ,0,0,0,0,0,0,0,0,29,244,243,238,243,242,239,245,237,245,244,243,,2007
002186.SZ,0,0,0,0,0,0,0,0,20,244,243,240,243,242,229,246,245,245,244,243,,2007
002187.SZ,0,0,0,0,0,0,0,0,27,239,236,238,242,241,239,246,245,245,244,243,,2007
002188.SZ,0,0,0,0,0,0,0,0,27,244,238,225,217,236,239,243,143,245,224,231,,2007
002189.SZ,0,0,0,0,0,0,0,0,20,243,222,241,243,241,194,246,245,245,168,195,,2007
002190.SZ,0,0,0,0,0,0,0,0,20,241,242,221,243,187,225,137,244,190,244,243,,2007
002191.SZ,0,0,0,0,0,0,0,0,18,242,241,241,242,242,239,243,127,236,244,243,,2007
002192.SZ,0,0,0,0,0,0,0,0,18,243,236,239,241,195,237,192,244,244,234,243,,2007
002193.SZ,0,0,0,0,0,0,0,0,16,243,243,242,243,241,134,208,205,245,205,240,,2007
002194.SZ,0,0,0,0,0,0,0,0,16,243,242,241,244,241,239,246,216,245,228,242,,2007
002195.SZ,0,0,0,0,0,0,0,0,13,244,244,242,244,241,196,211,230,245,244,243,,2007
002196.SZ,0,0,0,0,0,0,0,0,13,242,241,239,242,241,202,211,173,245,239,243,,2007
002197.SZ,0,0,0,0,0,0,0,0,9,243,242,239,240,240,236,243,220,245,244,233,,2007
002198.SZ,0,0,0,0,0,0,0,0,9,243,244,240,242,213,216,232,245,235,244,174,,2007
002199.SZ,0,0,0,0,0,0,0,0,6,245,243,239,242,241,237,246,130,151,243,243,,2007
002200.SZ,0,0,0,0,0,0,0,0,6,243,241,231,224,231,170,239,211,245,244,243,,2007
002201.SZ,0,0,0,0,0,0,0,0,3,241,241,205,242,240,205,241,199,155,238,243,,2007
002202.SZ,0,0,0,0,0,0,0,0,3,242,240,238,243,242,236,241,245,245,244,243,,2007
002203.SZ,0,0,0,0,0,0,0,0,0,233,242,241,237,239,239,182,93,240,238,243,,2008
002204.SZ,0,0,0,0,0,0,0,0,0,233,243,239,218,241,239,246,245,245,244,243,,2008
002205.SZ,0,0,0,0,0,0,0,0,0,225,243,238,242,241,239,246,245,244,244,233,,2008
002206.SZ,0,0,0,0,0,0,0,0,0,226,242,239,239,234,239,245,228,241,244,243,,2008
002207.SZ,0,0,0,0,0,0,0,0,0,225,239,238,244,239,239,179,178,39,238,240,,2008
002208.SZ,0,0,0,0,0,0,0,0,0,226,208,241,243,241,239,244,236,245,244,243,,2008
002209.SZ,0,0,0,0,0,0,0,0,0,222,241,240,243,241,239,246,189,140,244,237,,2008
002210.SZ,0,0,0,0,0,0,0,0,0,223,243,240,243,242,239,236,141,245,244,113,,2008
002211.SZ,0,0,0,0,0,0,0,0,0,220,243,239,240,238,129,226,81,168,230,243,,2008
002212.SZ,0,0,0,0,0,0,0,0,0,220,239,239,238,241,239,241,125,165,244,199,,2008
002213.SZ,0,0,0,0,0,0,0,0,0,221,242,241,244,242,235,242,225,235,244,208,,2008
002214.SZ,0,0,0,0,0,0,0,0,0,215,244,242,187,206,237,246,181,245,244,243,,2008
002215.SZ,0,0,0,0,0,0,0,0,0,213,240,237,239,238,201,244,231,245,244,243,,2008
002216.SZ,0,0,0,0,0,0,0,0,0,215,242,239,241,242,238,245,232,245,244,243,,2008
002217.SZ,0,0,0,0,0,0,0,0,0,212,242,239,242,240,204,196,169,245,244,208,,2008
002218.SZ,0,0,0,0,0,0,0,0,0,207,241,238,242,241,239,240,241,245,244,243,,2008
002219.SZ,0,0,0,0,0,0,0,0,0,201,239,240,242,237,237,211,123,123,180,125,,2008
002220.SZ,0,0,0,0,0,0,0,0,0,207,243,236,244,241,239,227,238,245,230,233,,2008
002221.SZ,0,0,0,0,0,0,0,0,0,202,239,240,237,239,238,245,219,245,244,235,,2008
002222.SZ,0,0,0,0,0,0,0,0,0,194,244,241,244,241,239,246,245,245,244,243,,2008
002223.SZ,0,0,0,0,0,0,0,0,0,174,243,241,243,242,239,188,233,240,244,243,,2008
002224.SZ,0,0,0,0,0,0,0,0,0,163,240,239,242,237,239,243,152,239,244,243,,2008
002225.SZ,0,0,0,0,0,0,0,0,0,168,236,237,236,241,207,201,230,245,244,238,,2008
002226.SZ,0,0,0,0,0,0,0,0,0,164,221,241,234,236,237,232,186,210,164,118,,2008
002227.SZ,0,0,0,0,0,0,0,0,0,164,243,240,243,241,237,246,220,245,244,243,,2008
002228.SZ,0,0,0,0,0,0,0,0,0,159,241,236,238,241,239,246,132,223,244,243,,2008
002229.SZ,0,0,0,0,0,0,0,0,0,160,242,239,241,242,223,246,232,245,244,243,,2008
002230.SZ,0,0,0,0,0,0,0,0,0,160,241,237,241,232,239,244,232,197,244,243,,2008
002231.SZ,0,0,0,0,0,0,0,0,0,158,242,242,242,242,217,246,182,191,234,243,,2008
002232.SZ,0,0,0,0,0,0,0,0,0,160,238,234,241,240,239,246,245,245,244,243,,2008
002233.SZ,0,0,0,0,0,0,0,0,0,154,242,239,241,241,239,246,214,235,244,243,,2008
002234.SZ,0,0,0,0,0,0,0,0,0,155,243,240,238,241,239,245,240,245,244,243,,2008
002235.SZ,0,0,0,0,0,0,0,0,0,153,240,239,238,241,239,213,90,232,244,243,,2008
002236.SZ,0,0,0,0,0,0,0,0,0,153,243,238,238,240,237,246,242,245,244,243,,2008
002237.SZ,0,0,0,0,0,0,0,0,0,153,240,236,243,240,239,246,230,245,244,243,,2008
002238.SZ,0,0,0,0,0,0,0,0,0,148,244,241,240,197,239,240,154,245,234,243,,2008
002239.SZ,0,0,0,0,0,0,0,0,0,152,243,242,205,220,238,129,87,184,224,139,,2008
002240.SZ,0,0,0,0,0,0,0,0,0,150,243,242,244,240,79,245,142,230,240,243,,2008
002241.SZ,0,0,0,0,0,0,0,0,0,151,238,238,243,241,239,244,233,245,244,243,,2008
002242.SZ,0,0,0,0,0,0,0,0,0,147,243,240,242,242,239,245,224,239,244,243,,2008
002243.SZ,0,0,0,0,0,0,0,0,0,146,242,238,239,235,239,246,245,245,244,233,,2008
002244.SZ,0,0,0,0,0,0,0,0,0,145,242,240,244,242,238,246,235,245,244,243,,2008
002245.SZ,0,0,0,0,0,0,0,0,0,141,240,240,241,241,233,246,227,240,240,243,,2008
002246.SZ,0,0,0,0,0,0,0,0,0,142,243,236,200,240,239,246,216,103,238,243,,2008
002247.SZ,0,0,0,0,0,0,0,0,0,138,243,241,240,241,239,243,141,239,244,243,,2008
002248.SZ,0,0,0,0,0,0,0,0,0,136,240,234,242,240,224,241,105,245,151,242,,2008
002249.SZ,0,0,0,0,0,0,0,0,0,133,244,240,238,241,229,244,179,211,244,243,,2008
002250.SZ,0,0,0,0,0,0,0,0,0,133,244,237,235,241,239,238,241,245,244,243,,2008
002251.SZ,0,0,0,0,0,0,0,0,0,133,243,240,242,240,238,210,229,245,244,223,,2008
002252.SZ,0,0,0,0,0,0,0,0,0,131,242,239,243,241,166,150,245,245,138,49,,2008
002253.SZ,0,0,0,0,0,0,0,0,0,130,243,240,240,242,239,246,228,245,244,243,,2008
002254.SZ,0,0,0,0,0,0,0,0,0,128,224,242,243,242,239,246,236,240,234,243,,2008
002255.SZ,0,0,0,0,0,0,0,0,0,127,242,240,240,241,239,246,179,218,145,243,,2008
002256.SZ,0,0,0,0,0,0,0,0,0,129,242,240,136,241,237,246,177,245,137,152,,2008
002258.SZ,0,0,0,0,0,0,0,0,0,120,243,218,243,242,239,243,245,239,244,243,,2008
002259.SZ,0,0,0,0,0,0,0,0,0,112,243,238,242,240,239,233,166,207,234,147,,2008
002260.SZ,0,0,0,0,0,0,0,0,0,113,238,237,243,242,213,245,216,225,21,141,,2008
002261.SZ,0,0,0,0,0,0,0,0,0,109,241,239,239,242,237,176,173,228,244,243,,2008
002262.SZ,0,0,0,0,0,0,0,0,0,109,243,241,244,242,239,246,245,245,244,243,,2008
002263.SZ,0,0,0,0,0,0,0,0,0,106,242,239,241,239,238,161,202,231,89,107,,2008
002264.SZ,0,0,0,0,0,0,0,0,0,102,242,239,238,241,238,241,160,225,152,243,,2008
002265.SZ,0,0,0,0,0,0,0,0,0,98,241,241,241,242,233,245,164,231,244,243,,2008
002266.SZ,0,0,0,0,0,0,0,0,0,99,243,241,234,240,214,228,241,157,244,243,,2008
002267.SZ,0,0,0,0,0,0,0,0,0,94,244,241,243,240,238,245,245,243,243,243,,2008
002268.SZ,0,0,0,0,0,0,0,0,0,97,244,241,244,242,182,240,184,245,244,243,,2008
002269.SZ,0,0,0,0,0,0,0,0,0,83,241,240,243,241,239,246,217,228,244,243,,2008
002270.SZ,0,0,0,0,0,0,0,0,0,77,243,240,244,242,239,185,179,245,223,201,,2008
002271.SZ,0,0,0,0,0,0,0,0,0,75,240,238,239,237,234,246,245,245,244,243,,2008
002272.SZ,0,0,0,0,0,0,0,0,0,67,238,241,242,234,218,244,136,185,244,243,,2008
002273.SZ,0,0,0,0,0,0,0,0,0,68,242,240,241,239,211,212,245,245,244,243,,2008
002274.SZ,0,0,0,0,0,0,0,0,0,64,244,238,241,239,239,236,242,227,244,243,,2008
002275.SZ,0,0,0,0,0,0,0,0,0,0,118,240,243,241,239,246,243,245,244,243,,2009
002276.SZ,0,0,0,0,0,0,0,0,0,0,114,236,227,213,237,241,207,245,244,243,,2009
002277.SZ,0,0,0,0,0,0,0,0,0,0,113,239,238,241,239,246,237,245,244,243,,2009
002278.SZ,0,0,0,0,0,0,0,0,0,0,96,241,244,242,236,241,171,132,234,233,,2009
002279.SZ,0,0,0,0,0,0,0,0,0,0,96,238,243,242,192,199,197,245,239,243,,2009
002280.SZ,0,0,0,0,0,0,0,0,0,0,88,241,243,241,228,190,233,124,183,243,,2009
002281.SZ,0,0,0,0,0,0,0,0,0,0,88,238,233,208,234,241,242,245,244,243,,2009
002282.SZ,0,0,0,0,0,0,0,0,0,0,88,240,242,241,239,233,245,185,167,243,,2009
